celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,3,3,27.0,9,1,2.0,0.0996309963099631
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,4,3,24.0,9,1,5.0,0.10344827586206896
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,5,3,24.0,9,1,6.0,0.10810810810810811
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,6,3,29.0,9,1,3.0,0.12663755458515283
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,7,3,29.5,9,1,1.0,0.135632183908046
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,8,3,29.0,9,1,2.0,0.18012422360248448
Evanna Lynch,Keo Motsepe,Actor/Actress,Unknown,Ireland,27,27,3rd Place,3,9,3,30.0,9,1,1.0,0.2597402597402597
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,1,3,19.5,3,1,8.0,0.07647058823529412
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,2,3,20.5,3,1,9.0,0.07578558225508318
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,3,3,22.0,3,1,9.0,0.08118081180811808
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,1,3,18.0,7,1,9.0,0.07058823529411765
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,2,3,21.5,7,1,8.0,0.07948243992606285
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,3,3,21.0,7,1,10.0,0.07749077490774908
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,4,3,21.0,7,1,8.0,0.09051724137931035
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,5,3,24.0,7,1,6.0,0.10810810810810811
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,6,3,19.0,7,1,9.0,0.08296943231441048
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,3,27.0,7,1,5.0,0.12413793103448276
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,1,3,20.0,9,1,5.0,0.0784313725490196
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,2,3,26.0,9,1,1.0,0.09611829944547134
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,3,3,27.0,9,1,2.0,0.0996309963099631
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,4,3,29.0,9,1,1.0,0.125
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,5,3,27.0,9,1,3.0,0.12162162162162163
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,6,3,30.0,9,1,1.0,0.13100436681222707
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,3,29.0,9,1,2.0,0.13333333333333333
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,8,3,27.5,9,1,4.0,0.17080745341614906
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,9,3,30.0,9,1,1.0,0.2597402597402597
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,1,3,18.0,2,1,9.0,0.07058823529411765
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,2,3,18.5,2,1,11.0,0.06839186691312385
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,1,3,20.0,6,1,5.0,0.0784313725490196
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,2,3,23.0,6,1,7.0,0.08502772643253234
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,3,3,24.0,6,1,7.0,0.08856088560885608
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,4,3,26.0,6,1,2.0,0.11206896551724138
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,5,3,25.0,6,1,5.0,0.11261261261261261
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6,3,24.0,6,1,6.0,0.10480349344978165
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,1,3,23.0,7,1,1.0,0.09019607843137255
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,2,3,23.5,7,1,6.0,0.08687615526802218
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,3,3,26.0,7,1,5.0,0.0959409594095941
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,4,3,22.0,7,1,7.0,0.09482758620689655
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,5,3,26.0,7,1,4.0,0.11711711711711711
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,6,3,26.0,7,1,5.0,0.11353711790393013
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,7,3,26.5,7,1,6.0,0.12183908045977011
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,1,3,17.5,1,1,12.0,0.06862745098039216
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,1,3,20.0,9,1,5.0,0.0784313725490196
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,2,3,19.5,9,1,10.0,0.07208872458410351
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,3,3,23.0,9,1,8.0,0.08487084870848709
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,4,3,20.0,9,1,9.0,0.08620689655172414
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,5,3,21.0,9,1,8.0,0.0945945945945946
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,6,3,22.0,9,1,7.0,0.09606986899563319
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,3,26.5,9,1,6.0,0.12183908045977011
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,8,3,22.5,9,1,6.0,0.13975155279503104
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,9,3,27.0,9,1,4.0,0.23376623376623376
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,1,3,23.0,4,1,1.0,0.09019607843137255
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,2,3,26.0,4,1,1.0,0.09611829944547134
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,3,3,27.0,4,1,2.0,0.0996309963099631
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,4,3,26.0,4,1,2.0,0.11206896551724138
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,1,3,22.0,9,1,3.0,0.08627450980392157
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,2,3,24.5,9,1,4.0,0.09057301293900184
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,3,3,26.0,9,1,5.0,0.0959409594095941
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,4,3,25.0,9,1,4.0,0.10775862068965517
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,5,3,29.0,9,1,1.0,0.13063063063063063
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,6,3,27.0,9,1,4.0,0.11790393013100436
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,3,27.5,9,1,4.0,0.12643678160919541
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,8,3,29.0,9,1,2.0,0.18012422360248448
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,9,3,28.5,9,1,3.0,0.24675324675324675
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,1,3,14.0,8,1,13.0,0.054901960784313725
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,2,3,17.5,8,1,12.0,0.06469500924214418
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,3,3,18.0,8,1,11.0,0.06642066420664207
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,4,3,15.0,8,1,10.0,0.06465517241379311
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,3,17.0,8,1,9.0,0.07657657657657657
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,6,3,22.0,8,1,7.0,0.09606986899563319
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,7,3,23.5,8,1,8.0,0.10804597701149425
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,8,3,23.0,8,1,5.0,0.14285714285714285
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,1,3,15.0,8,1,9.0,0.07614213197969544
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,2,3,21.0,8,1,2.0,0.0958904109589041
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,3,3,24.0,8,1,1.0,0.12121212121212122
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,4,4,26.0,8,1,8.0,0.09219858156028368
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,3,24.0,8,1,5.0,0.11162790697674418
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,6,3,27.0,8,1,1.0,0.11842105263157894
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,7,3,24.0,8,1,7.0,0.1188118811881188
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,8,3,25.9998,8,1,5.0,0.13471454803957736
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,1,3,21.0,10,1,1.0,0.1065989847715736
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,2,3,20.0,10,1,3.0,0.091324200913242
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,3,3,23.0,10,1,3.0,0.11616161616161616
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,4,4,28.0,10,1,6.0,0.09929078014184398
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,5,3,26.0,10,1,2.0,0.12093023255813953
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,6,3,27.0,10,1,1.0,0.11842105263157894
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,3,27.0,10,1,1.0,0.13366336633663367
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,8,3,31.9998,10,1,1.0,0.1658027598041857
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,9,4,36.0,10,1,3.0,0.17266187050359713
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,10,3,25.5,10,1,5.0,0.18545454545454546
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,1,3,16.0,11,1,7.0,0.08121827411167512
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,2,3,20.0,11,1,3.0,0.091324200913242
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,3,3,20.0,11,1,6.0,0.10101010101010101
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,4,4,32.0,11,1,1.0,0.11347517730496454
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,5,3,26.0,11,1,2.0,0.12093023255813953
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,3,26.0,11,1,4.0,0.11403508771929824
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,7,3,25.5,11,1,5.0,0.12623762376237624
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,8,3,29.9998,11,1,4.0,0.15544002254931627
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,9,4,37.0,11,1,2.0,0.1774580335731415
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,10,3,28.5,11,1,2.0,0.20727272727272728
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,11,3,29.5,11,1,2.0,0.25213675213675213
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,1,3,15.0,2,1,9.0,0.07614213197969544
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,2,3,15.0,2,1,10.0,0.0684931506849315
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,1,3,11.0,4,1,12.0,0.05583756345177665
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,2,3,12.0,4,1,12.0,0.0547945205479452
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,3,3,12.0,4,1,10.0,0.06060606060606061
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,4,4,20.0,4,1,10.0,0.07092198581560284
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,1,3,18.0,6,1,4.0,0.09137055837563451
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,2,3,18.0,6,1,8.0,0.0821917808219178
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,3,3,23.0,6,1,3.0,0.11616161616161616
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,4,4,31.0,6,1,5.0,0.1099290780141844
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,5,3,24.0,6,1,5.0,0.11162790697674418
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,3,27.0,6,1,1.0,0.11842105263157894
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,1,3,12.0,9,1,11.0,0.06091370558375635
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,2,3,16.0,9,1,9.0,0.0730593607305936
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,3,3,15.0,9,1,9.0,0.07575757575757576
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,21.0,9,1,9.0,0.07446808510638298
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,5,3,19.0,9,1,9.0,0.08837209302325581
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,6,3,21.0,9,1,9.0,0.09210526315789473
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,7,3,21.0,9,1,8.0,0.10396039603960396
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,8,3,20.0,9,1,7.0,0.1036273725486945
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,9,4,25.0,9,1,6.0,0.11990407673860912
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,1,3,17.0,2,1,5.0,0.08629441624365482
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,2,3,15.0,2,1,10.0,0.0684931506849315
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,1,3,19.0,11,1,3.0,0.09644670050761421
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,2,3,19.0,11,1,6.0,0.0867579908675799
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,3,3,20.0,11,1,6.0,0.10101010101010101
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,4,4,32.0,11,1,1.0,0.11347517730496454
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,5,3,23.0,11,1,7.0,0.10697674418604651
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,6,3,26.0,11,1,4.0,0.11403508771929824
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,3,27.0,11,1,1.0,0.13366336633663367
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,8,3,24.0,11,1,6.0,0.1243528470584334
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,9,4,35.0,11,1,5.0,0.16786570743405277
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,10,3,27.0,11,1,3.0,0.19636363636363635
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,11,3,28.5,11,1,4.0,0.24358974358974358
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,1,3,16.0,11,1,7.0,0.08121827411167512
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,2,3,20.0,11,1,3.0,0.091324200913242
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,3,3,24.0,11,1,1.0,0.12121212121212122
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,4,4,32.0,11,1,1.0,0.11347517730496454
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,3,27.0,11,1,1.0,0.12558139534883722
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,6,3,25.0,11,1,6.0,0.10964912280701754
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,7,3,27.0,11,1,1.0,0.13366336633663367
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,8,3,30.0,11,1,3.0,0.15544105882304174
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,9,4,40.0,11,1,1.0,0.19184652278177458
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,10,3,29.5,11,1,1.0,0.21454545454545454
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,11,3,30.0,11,1,1.0,0.2564102564102564
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,1,3,17.0,7,1,5.0,0.08629441624365482
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,2,3,19.0,7,1,6.0,0.0867579908675799
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,3,3,16.0,7,1,8.0,0.08080808080808081
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,4,4,28.0,7,1,6.0,0.09929078014184398
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,5,3,21.0,7,1,8.0,0.09767441860465116
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,3,25.0,7,1,6.0,0.10964912280701754
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,7,3,24.5,7,1,6.0,0.12128712871287128
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,1,3,20.0,11,1,2.0,0.10152284263959391
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,2,3,24.0,11,1,1.0,0.1095890410958904
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,3,3,21.0,11,1,5.0,0.10606060606060606
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,4,4,32.0,11,1,1.0,0.11347517730496454
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,5,3,25.0,11,1,4.0,0.11627906976744186
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,6,3,24.0,11,1,8.0,0.10526315789473684
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,3,26.0,11,1,4.0,0.12871287128712872
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,8,3,30.9998,11,1,2.0,0.160621391176751
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,9,4,35.5,11,1,4.0,0.17026378896882494
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,10,3,27.0,11,1,3.0,0.19636363636363635
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,11,3,29.0,11,1,3.0,0.24786324786324787
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,1,3,18.0,4,1,6.0,0.06923076923076923
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,2,3,18.0,4,1,6.0,0.06593406593406594
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,3,3,15.0,4,1,13.0,0.05338078291814947
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,4,3,21.0,4,1,10.0,0.06976744186046512
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,1,3,18.0,5,1,6.0,0.06923076923076923
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,2,3,20.0,5,1,4.0,0.07326007326007326
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,3,3,20.0,5,1,9.0,0.0711743772241993
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,4,3,21.0,5,1,10.0,0.06976744186046512
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,5,3,19.0,5,1,11.0,0.06620209059233449
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,1,3,13.0,8,1,13.0,0.05
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,2,3,18.0,8,1,6.0,0.06593406593406594
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,3,3,22.0,8,1,4.0,0.07829181494661921
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,3,22.0,8,1,8.0,0.07308970099667775
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,5,3,19.0,8,1,11.0,0.06620209059233449
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,6,3,24.0,8,1,7.0,0.08955223880597014
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,7,3,26.0,8,1,5.0,0.1
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,8,3,27.0,8,1,5.0,0.12162184076007344
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,1,3,21.0,10,1,1.0,0.08076923076923077
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,2,3,15.0,10,1,14.0,0.054945054945054944
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,3,3,18.0,10,1,11.0,0.06405693950177936
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,4,3,28.0,10,1,1.0,0.09302325581395349
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,5,3,24.0,10,1,5.0,0.08362369337979095
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,6,3,18.0,10,1,11.0,0.06716417910447761
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,3,27.0,10,1,2.0,0.10384615384615385
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,8,3,26.9998,10,1,7.0,0.1216209398575493
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,9,3,28.9998,10,1,3.0,0.15025865392188154
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,10,3,28.5,10,1,4.0,0.16379310344827586
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,1,3,21.0,11,1,1.0,0.08076923076923077
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,2,3,21.0,11,1,2.0,0.07692307692307693
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,3,3,19.0,11,1,10.0,0.06761565836298933
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,4,3,24.0,11,1,3.0,0.07973421926910298
